[step],attendance 
313.0,47.0
314.0,47.0
315.0,47.0
316.0,45.0
317.0,55.0
318.0,49.0
319.0,51.0
320.0,53.0
321.0,58.0
322.0,50.0
323.0,56.0
324.0,51.0
325.0,46.0
326.0,44.0
327.0,47.0
328.0,50.0
329.0,50.0
330.0,52.0
331.0,59.0
332.0,49.0
333.0,55.0
334.0,59.0
335.0,53.0
336.0,49.0
337.0,50.0
338.0,44.0
339.0,45.0
340.0,54.0
341.0,49.0
342.0,52.0
343.0,58.0
344.0,50.0
345.0,56.0
346.0,55.0
347.0,54.0
348.0,46.0
349.0,51.0
350.0,41.0
351.0,48.0
352.0,46.0
353.0,57.0
354.0,49.0
355.0,50.0
356.0,58.0
357.0,55.0
358.0,52.0
359.0,54.0
360.0,48.0
361.0,42.0
362.0,46.0
363.0,47.0
364.0,54.0
365.0,44.0
366.0,55.0
367.0,58.0
368.0,48.0
369.0,60.0
370.0,62.0
371.0,43.0
372.0,43.0
373.0,51.0
374.0,44.0
375.0,47.0
376.0,49.0
377.0,48.0
378.0,52.0
379.0,45.0
380.0,64.0
381.0,62.0
382.0,51.0
383.0,48.0
384.0,50.0
385.0,37.0
386.0,48.0
387.0,55.0
388.0,48.0
389.0,53.0
390.0,47.0
391.0,58.0
392.0,56.0
393.0,53.0
394.0,59.0
395.0,46.0
396.0,38.0
397.0,47.0
398.0,55.0
399.0,44.0
400.0,57.0
401.0,53.0
402.0,47.0
403.0,60.0
404.0,53.0
405.0,63.0
406.0,44.0
407.0,44.0
408.0,40.0
409.0,44.0
410.0,48.0
411.0,60.0
412.0,44.0
413.0,44.0
414.0,63.0
415.0,52.0
416.0,55.0
417.0,68.0
418.0,46.0
419.0,37.0
420.0,44.0
421.0,46.0
422.0,50.0
423.0,54.0
424.0,46.0
425.0,52.0
426.0,46.0
427.0,62.0
428.0,66.0
429.0,49.0
430.0,48.0
431.0,46.0
432.0,36.0
433.0,45.0
434.0,57.0
435.0,52.0
436.0,51.0
437.0,50.0
438.0,57.0
439.0,55.0
440.0,56.0
441.0,58.0
442.0,44.0
443.0,40.0
444.0,41.0
445.0,54.0
446.0,49.0
447.0,53.0
448.0,55.0
449.0,47.0
450.0,47.0
451.0,63.0
452.0,53.0
453.0,52.0
454.0,48.0
455.0,44.0
456.0,46.0
457.0,42.0
458.0,56.0
459.0,52.0
460.0,44.0
461.0,55.0
462.0,66.0
463.0,46.0
464.0,60.0
465.0,54.0
466.0,42.0
467.0,50.0
468.0,43.0
469.0,47.0
470.0,46.0
471.0,45.0
472.0,52.0
473.0,62.0
474.0,51.0
475.0,60.0
476.0,61.0
477.0,43.0
478.0,51.0
479.0,46.0
480.0,50.0
481.0,40.0
482.0,49.0
483.0,49.0
484.0,51.0
485.0,50.0
486.0,62.0
487.0,64.0
488.0,38.0
489.0,66.0
490.0,46.0
491.0,39.0
492.0,44.0
493.0,51.0
494.0,40.0
495.0,53.0
496.0,50.0
497.0,48.0
498.0,67.0
499.0,52.0
500.0,60.0
0.0,19.0
1.0,58.0
2.0,49.0
3.0,63.0
4.0,67.0
5.0,57.0
6.0,48.0
7.0,57.0
8.0,46.0
9.0,55.0
10.0,56.0
11.0,51.0
12.0,53.0
13.0,62.0
14.0,56.0
15.0,71.0
16.0,57.0
17.0,51.0
18.0,55.0
19.0,51.0
20.0,57.0
21.0,61.0
22.0,60.0
23.0,55.0
24.0,58.0
25.0,52.0
26.0,68.0
27.0,58.0
28.0,47.0
29.0,55.0
30.0,55.0
31.0,61.0
32.0,61.0
33.0,63.0
34.0,56.0
35.0,51.0
36.0,58.0
37.0,60.0
38.0,60.0
39.0,56.0
40.0,54.0
41.0,58.0
42.0,56.0
43.0,63.0
44.0,67.0
45.0,53.0
46.0,45.0
47.0,60.0
48.0,55.0
49.0,56.0
50.0,62.0
51.0,53.0
52.0,56.0
53.0,56.0
54.0,60.0
55.0,69.0
56.0,57.0
57.0,43.0
58.0,53.0
59.0,58.0
60.0,56.0
61.0,67.0
62.0,57.0
63.0,52.0
64.0,57.0
65.0,59.0
66.0,66.0
67.0,57.0
68.0,46.0
69.0,57.0
70.0,59.0
71.0,53.0
72.0,62.0
73.0,60.0
74.0,57.0
75.0,60.0
76.0,55.0
77.0,61.0
78.0,66.0
79.0,49.0
80.0,53.0
81.0,47.0
82.0,58.0
83.0,65.0
84.0,68.0
85.0,55.0
86.0,54.0
87.0,62.0
88.0,54.0
89.0,61.0
90.0,54.0
91.0,53.0
92.0,49.0
93.0,59.0
94.0,63.0
95.0,65.0
96.0,63.0
97.0,51.0
98.0,60.0
99.0,57.0
100.0,54.0
101.0,59.0
102.0,52.0
103.0,50.0
104.0,64.0
105.0,57.0
106.0,61.0
107.0,69.0
108.0,55.0
109.0,54.0
110.0,53.0
111.0,53.0
112.0,56.0
113.0,49.0
114.0,56.0
115.0,60.0
116.0,64.0
117.0,58.0
118.0,75.0
119.0,55.0
120.0,49.0
121.0,49.0
122.0,54.0
123.0,59.0
124.0,56.0
125.0,50.0
126.0,57.0
127.0,65.0
128.0,61.0
129.0,73.0
130.0,60.0
131.0,51.0
132.0,55.0
133.0,52.0
134.0,55.0
135.0,61.0
136.0,57.0
137.0,55.0
138.0,61.0
139.0,55.0
140.0,71.0
141.0,60.0
142.0,48.0
143.0,57.0
144.0,50.0
145.0,51.0
146.0,62.0
147.0,62.0
148.0,52.0
149.0,60.0
150.0,56.0
151.0,65.0
152.0,67.0
153.0,51.0
154.0,48.0
155.0,52.0
156.0,53.0
157.0,59.0
158.0,69.0
159.0,55.0
160.0,52.0
161.0,63.0
162.0,57.0
163.0,63.0
164.0,59.0
165.0,42.0
166.0,53.0
167.0,48.0
168.0,57.0
169.0,70.0
170.0,65.0
171.0,56.0
172.0,59.0
173.0,57.0
174.0,54.0
175.0,62.0
176.0,43.0
177.0,50.0
178.0,50.0
179.0,57.0
180.0,65.0
181.0,67.0
182.0,55.0
183.0,61.0
184.0,65.0
185.0,48.0
186.0,67.0
187.0,49.0
188.0,51.0
189.0,47.0
190.0,53.0
191.0,67.0
192.0,65.0
193.0,54.0
194.0,53.0
195.0,63.0
196.0,59.0
197.0,65.0
198.0,56.0
199.0,44.0
200.0,51.0
201.0,48.0
202.0,63.0
203.0,68.0
204.0,61.0
205.0,54.0
206.0,61.0
207.0,59.0
208.0,53.0
209.0,64.0
210.0,41.0
211.0,47.0
212.0,56.0
213.0,51.0
214.0,69.0
215.0,65.0
216.0,59.0
217.0,54.0
218.0,59.0
219.0,57.0
220.0,59.0
221.0,57.0
222.0,46.0
223.0,51.0
224.0,57.0
225.0,64.0
226.0,66.0
227.0,59.0
228.0,54.0
229.0,61.0
230.0,55.0
231.0,60.0
232.0,59.0
233.0,48.0
234.0,52.0
235.0,56.0
236.0,60.0
237.0,66.0
238.0,61.0
239.0,51.0
240.0,61.0
241.0,53.0
242.0,55.0
243.0,66.0
244.0,44.0
245.0,43.0
246.0,55.0
247.0,57.0
248.0,67.0
249.0,68.0
250.0,57.0
251.0,63.0
252.0,57.0
253.0,50.0
254.0,60.0
255.0,54.0
256.0,44.0
257.0,61.0
258.0,50.0
259.0,66.0
260.0,70.0
261.0,62.0
262.0,57.0
263.0,57.0
264.0,57.0
265.0,54.0
266.0,60.0
267.0,52.0
268.0,51.0
269.0,56.0
270.0,55.0
271.0,68.0
272.0,65.0
273.0,58.0
274.0,59.0
275.0,55.0
276.0,50.0
277.0,55.0
278.0,62.0
279.0,48.0
280.0,55.0
281.0,56.0
282.0,61.0
283.0,65.0
284.0,65.0
285.0,59.0
286.0,50.0
287.0,55.0
288.0,53.0
289.0,61.0
290.0,58.0
291.0,50.0
292.0,53.0
293.0,59.0
294.0,60.0
295.0,71.0
296.0,59.0
297.0,52.0
298.0,60.0
299.0,54.0
300.0,49.0
301.0,62.0
302.0,53.0
303.0,54.0
304.0,61.0
305.0,55.0
306.0,68.0
307.0,66.0
308.0,54.0
309.0,57.0
310.0,51.0
311.0,52.0
312.0,53.0
313.0,62.0
314.0,53.0
315.0,58.0
316.0,61.0
317.0,58.0
318.0,66.0
319.0,61.0
320.0,54.0
321.0,48.0
322.0,54.0
323.0,56.0
324.0,59.0
325.0,61.0
326.0,54.0
327.0,54.0
328.0,60.0
329.0,60.0
330.0,70.0
331.0,49.0
332.0,49.0
333.0,60.0
334.0,52.0
335.0,57.0
336.0,63.0
337.0,58.0
338.0,54.0
339.0,66.0
340.0,60.0
341.0,64.0
342.0,50.0
343.0,41.0
344.0,60.0
345.0,56.0
346.0,59.0
347.0,64.0
348.0,57.0
349.0,53.0
350.0,66.0
351.0,62.0
352.0,61.0
353.0,52.0
354.0,41.0
355.0,55.0
356.0,54.0
357.0,59.0
358.0,68.0
359.0,56.0
360.0,53.0
361.0,66.0
362.0,57.0
363.0,61.0
364.0,51.0
365.0,44.0
366.0,54.0
367.0,53.0
368.0,61.0
369.0,70.0
370.0,63.0
371.0,53.0
372.0,66.0
373.0,50.0
374.0,55.0
375.0,57.0
376.0,46.0
377.0,51.0
378.0,47.0
379.0,64.0
380.0,68.0
381.0,66.0
382.0,51.0
383.0,63.0
384.0,58.0
385.0,50.0
386.0,71.0
387.0,44.0
388.0,40.0
389.0,52.0
390.0,56.0
391.0,64.0
392.0,62.0
393.0,58.0
394.0,61.0
395.0,56.0
396.0,53.0
397.0,67.0
398.0,56.0
399.0,42.0
400.0,55.0
401.0,53.0
402.0,60.0
403.0,69.0
404.0,58.0
405.0,59.0
406.0,57.0
407.0,53.0
408.0,60.0
409.0,59.0
410.0,47.0
411.0,55.0
412.0,55.0
413.0,61.0
414.0,66.0
415.0,64.0
416.0,56.0
417.0,56.0
418.0,54.0
419.0,55.0
420.0,66.0
421.0,47.0
422.0,49.0
423.0,57.0
424.0,53.0
425.0,68.0
426.0,65.0
427.0,55.0
428.0,55.0
429.0,57.0
430.0,51.0
431.0,60.0
432.0,59.0
433.0,55.0
434.0,56.0
435.0,57.0
436.0,61.0
437.0,65.0
438.0,57.0
439.0,48.0
440.0,56.0
441.0,56.0
442.0,56.0
443.0,66.0
444.0,54.0
445.0,54.0
446.0,58.0
447.0,55.0
448.0,69.0
449.0,59.0
450.0,49.0
451.0,56.0
452.0,55.0
453.0,54.0
454.0,63.0
455.0,58.0
456.0,55.0
457.0,59.0
458.0,54.0
459.0,70.0
460.0,63.0
461.0,47.0
462.0,53.0
463.0,49.0
464.0,50.0
465.0,64.0
466.0,67.0
467.0,51.0
468.0,55.0
469.0,61.0
470.0,58.0
471.0,67.0
472.0,55.0
473.0,43.0
474.0,52.0
475.0,52.0
476.0,55.0
477.0,68.0
478.0,61.0
479.0,57.0
480.0,57.0
481.0,59.0
482.0,63.0
483.0,57.0
484.0,42.0
485.0,53.0
486.0,56.0
487.0,56.0
488.0,65.0
489.0,64.0
490.0,62.0
491.0,58.0
492.0,57.0
493.0,69.0
494.0,57.0
495.0,45.0
496.0,49.0
497.0,54.0
498.0,60.0
499.0,59.0
500.0,59.0
0.0,84.0
1.0,83.0
2.0,73.0
3.0,61.0
4.0,58.0
5.0,59.0
6.0,52.0
7.0,60.0
8.0,53.0
9.0,49.0
10.0,52.0
11.0,63.0
12.0,61.0
13.0,66.0
14.0,63.0
15.0,58.0
16.0,72.0
17.0,56.0
18.0,66.0
19.0,54.0
20.0,57.0
21.0,70.0
22.0,62.0
23.0,63.0
24.0,63.0
25.0,63.0
26.0,60.0
27.0,74.0
28.0,64.0
29.0,60.0
30.0,66.0
31.0,61.0
32.0,70.0
33.0,61.0
34.0,64.0
35.0,65.0
36.0,66.0
37.0,61.0
38.0,71.0
39.0,69.0
40.0,64.0
41.0,61.0
42.0,60.0
43.0,72.0
44.0,65.0
45.0,71.0
46.0,54.0
47.0,59.0
48.0,69.0
49.0,66.0
50.0,76.0
51.0,58.0
52.0,64.0
53.0,61.0
54.0,71.0
55.0,59.0
56.0,65.0
57.0,65.0
58.0,59.0
59.0,72.0
60.0,63.0
61.0,73.0
62.0,59.0
63.0,61.0
64.0,61.0
65.0,70.0
66.0,71.0
67.0,61.0
68.0,67.0
69.0,57.0
70.0,70.0
71.0,62.0
72.0,66.0
73.0,69.0
74.0,68.0
75.0,61.0
76.0,63.0
77.0,69.0
78.0,63.0
79.0,70.0
80.0,58.0
81.0,59.0
82.0,76.0
83.0,64.0
84.0,74.0
85.0,55.0
86.0,59.0
87.0,67.0
88.0,69.0
89.0,66.0
90.0,59.0
91.0,68.0
92.0,56.0
93.0,74.0
94.0,60.0
95.0,63.0
96.0,69.0
97.0,63.0
98.0,69.0
99.0,66.0
100.0,65.0
101.0,60.0
102.0,65.0
103.0,61.0
104.0,67.0
105.0,69.0
106.0,68.0
107.0,64.0
108.0,63.0
109.0,72.0
110.0,65.0
111.0,65.0
112.0,58.0
113.0,62.0
114.0,72.0
115.0,65.0
116.0,68.0
117.0,59.0
118.0,69.0
119.0,61.0
120.0,73.0
121.0,64.0
122.0,60.0
123.0,71.0
124.0,53.0
125.0,73.0
126.0,64.0
127.0,64.0
128.0,64.0
129.0,64.0
130.0,63.0
131.0,70.0
132.0,70.0
133.0,62.0
134.0,65.0
135.0,61.0
136.0,72.0
137.0,62.0
138.0,67.0
139.0,56.0
140.0,65.0
141.0,71.0
142.0,64.0
143.0,74.0
144.0,56.0
145.0,64.0
146.0,62.0
147.0,72.0
148.0,63.0
149.0,64.0
150.0,64.0
151.0,61.0
152.0,71.0
153.0,62.0
154.0,69.0
155.0,60.0
156.0,66.0
157.0,61.0
158.0,72.0
159.0,69.0
160.0,63.0
161.0,63.0
162.0,63.0
163.0,73.0
164.0,65.0
165.0,66.0
166.0,56.0
167.0,60.0
168.0,69.0
169.0,70.0
170.0,73.0
171.0,62.0
172.0,64.0
173.0,56.0
174.0,74.0
175.0,63.0
176.0,61.0
177.0,67.0
178.0,59.0
179.0,73.0
180.0,65.0
181.0,67.0
182.0,59.0
183.0,64.0
184.0,66.0
185.0,72.0
186.0,68.0
187.0,57.0
188.0,66.0
189.0,61.0
190.0,72.0
191.0,61.0
192.0,62.0
193.0,70.0
194.0,66.0
195.0,68.0
196.0,63.0
197.0,67.0
198.0,60.0
199.0,69.0
200.0,60.0
201.0,65.0
202.0,72.0
203.0,61.0
204.0,68.0
205.0,61.0
206.0,66.0
207.0,67.0
208.0,66.0
209.0,66.0
210.0,59.0
211.0,70.0
212.0,62.0
213.0,71.0
214.0,58.0
215.0,59.0
216.0,69.0
217.0,68.0
218.0,72.0
219.0,62.0
220.0,65.0
221.0,57.0
222.0,70.0
223.0,63.0
224.0,66.0
225.0,66.0
226.0,62.0
227.0,74.0
228.0,63.0
229.0,67.0
230.0,58.0
231.0,66.0
232.0,63.0
233.0,69.0
234.0,70.0
235.0,61.0
236.0,65.0
237.0,61.0
238.0,73.0
239.0,62.0
240.0,63.0
241.0,68.0
242.0,65.0
243.0,69.0
244.0,61.0
245.0,62.0
246.0,65.0
247.0,73.0
248.0,60.0
249.0,69.0
250.0,63.0
251.0,60.0
252.0,70.0
253.0,61.0
254.0,74.0
255.0,56.0
256.0,66.0
257.0,58.0
258.0,70.0
259.0,67.0
260.0,63.0
261.0,66.0
262.0,66.0
263.0,72.0
264.0,58.0
265.0,68.0
266.0,60.0
267.0,62.0
268.0,66.0
269.0,65.0
270.0,74.0
271.0,64.0
272.0,65.0
273.0,59.0
274.0,69.0
275.0,64.0
276.0,68.0
277.0,63.0
278.0,55.0
279.0,73.0
280.0,59.0
281.0,77.0
282.0,56.0
283.0,61.0
284.0,68.0
285.0,67.0
286.0,67.0
287.0,58.0
288.0,66.0
289.0,57.0
290.0,76.0
291.0,57.0
292.0,64.0
293.0,69.0
294.0,64.0
295.0,68.0
296.0,62.0
297.0,70.0
298.0,61.0
299.0,70.0
300.0,53.0
301.0,64.0
302.0,67.0
303.0,70.0
304.0,65.0
305.0,63.0
306.0,70.0
307.0,62.0
308.0,71.0
309.0,55.0
310.0,63.0
311.0,66.0
312.0,67.0
313.0,70.0
314.0,63.0
315.0,66.0
316.0,60.0
317.0,74.0
318.0,54.0
319.0,66.0
320.0,68.0
321.0,63.0
322.0,69.0
323.0,62.0
324.0,70.0
325.0,64.0
326.0,70.0
327.0,54.0
328.0,64.0
329.0,71.0
330.0,66.0
331.0,67.0
332.0,62.0
333.0,64.0
334.0,65.0
335.0,69.0
336.0,66.0
337.0,64.0
338.0,69.0
339.0,64.0
340.0,68.0
341.0,57.0
342.0,65.0
343.0,66.0
344.0,67.0
345.0,68.0
346.0,66.0
347.0,64.0
348.0,61.0
349.0,72.0
350.0,58.0
351.0,70.0
352.0,61.0
353.0,62.0
354.0,71.0
355.0,67.0
356.0,69.0
357.0,55.0
358.0,64.0
359.0,60.0
360.0,73.0
361.0,62.0
362.0,68.0
363.0,63.0
364.0,65.0
365.0,69.0
366.0,65.0
367.0,71.0
368.0,59.0
369.0,66.0
370.0,57.0
371.0,69.0
372.0,67.0
373.0,65.0
374.0,69.0
375.0,64.0
376.0,66.0
377.0,65.0
378.0,70.0
379.0,61.0
380.0,63.0
381.0,66.0
382.0,65.0
383.0,70.0
384.0,61.0
385.0,66.0
386.0,65.0
387.0,70.0
388.0,62.0
389.0,63.0
390.0,70.0
391.0,65.0
392.0,70.0
393.0,55.0
394.0,63.0
395.0,69.0
396.0,71.0
397.0,63.0
398.0,60.0
399.0,64.0
400.0,70.0
401.0,70.0
402.0,61.0
403.0,67.0
404.0,64.0
405.0,62.0
406.0,62.0
407.0,63.0
408.0,74.0
409.0,60.0
410.0,70.0
411.0,63.0
412.0,62.0
413.0,72.0
414.0,59.0
415.0,70.0
416.0,54.0
417.0,65.0
418.0,66.0
419.0,71.0
420.0,58.0
421.0,62.0
422.0,69.0
423.0,67.0
424.0,74.0
425.0,56.0
426.0,63.0
427.0,64.0
428.0,68.0
429.0,59.0
430.0,61.0
431.0,68.0
432.0,65.0
433.0,74.0
434.0,54.0
435.0,65.0
436.0,67.0
437.0,66.0
438.0,65.0
439.0,61.0
440.0,63.0
441.0,63.0
442.0,72.0
443.0,61.0
444.0,66.0
445.0,62.0
446.0,65.0
447.0,69.0
448.0,69.0
449.0,66.0
450.0,59.0
451.0,65.0
452.0,63.0
453.0,74.0
454.0,56.0
455.0,65.0
456.0,67.0
457.0,65.0
458.0,69.0
459.0,63.0
460.0,69.0
461.0,56.0
462.0,69.0
463.0,58.0
464.0,65.0
465.0,74.0
466.0,60.0
467.0,67.0
468.0,62.0
469.0,66.0
470.0,65.0
471.0,65.0
472.0,68.0
473.0,61.0
474.0,70.0
475.0,58.0
476.0,70.0
477.0,63.0
478.0,64.0
479.0,69.0
480.0,65.0
481.0,65.0
482.0,68.0
483.0,65.0
484.0,60.0
485.0,69.0
486.0,60.0
487.0,67.0
488.0,69.0
489.0,65.0
490.0,64.0
491.0,67.0
492.0,66.0
493.0,64.0
494.0,69.0
495.0,62.0
496.0,65.0
497.0,68.0
498.0,63.0
499.0,70.0
500.0,60.0
0.0,0.0
1.0,44.0
2.0,36.0
3.0,38.0
4.0,42.0
5.0,43.0
6.0,55.0
7.0,51.0
8.0,45.0
9.0,65.0
10.0,52.0
11.0,43.0
12.0,46.0
13.0,53.0
14.0,62.0
15.0,63.0
16.0,53.0
17.0,40.0
18.0,41.0
19.0,41.0
20.0,40.0
21.0,37.0
22.0,36.0
23.0,47.0
24.0,39.0
25.0,46.0
26.0,46.0
27.0,48.0
28.0,46.0
29.0,44.0
30.0,50.0
31.0,52.0
32.0,49.0
33.0,48.0
34.0,42.0
35.0,45.0
36.0,39.0
37.0,40.0
38.0,29.0
39.0,40.0
40.0,40.0
41.0,41.0
42.0,50.0
43.0,46.0
44.0,45.0
45.0,45.0
46.0,38.0
47.0,48.0
48.0,45.0
49.0,53.0
50.0,50.0
51.0,46.0
52.0,42.0
53.0,45.0
54.0,35.0
55.0,34.0
56.0,36.0
57.0,33.0
58.0,44.0
59.0,42.0
60.0,45.0
61.0,55.0
62.0,37.0
63.0,42.0
64.0,49.0
65.0,50.0
66.0,47.0
67.0,47.0
68.0,48.0
69.0,50.0
70.0,47.0
71.0,38.0
72.0,32.0
73.0,36.0
74.0,39.0
75.0,44.0
76.0,38.0
77.0,52.0
78.0,48.0
79.0,46.0
80.0,41.0
81.0,43.0
82.0,45.0
83.0,42.0
84.0,51.0
85.0,49.0
86.0,49.0
87.0,44.0
88.0,43.0
89.0,34.0
90.0,29.0
91.0,39.0
92.0,33.0
93.0,44.0
94.0,50.0
95.0,39.0
96.0,50.0
97.0,52.0
98.0,38.0
99.0,48.0
100.0,47.0
101.0,49.0
102.0,50.0
103.0,44.0
104.0,51.0
105.0,44.0
106.0,31.0
107.0,43.0
108.0,38.0
109.0,37.0
110.0,46.0
111.0,45.0
112.0,48.0
113.0,50.0
114.0,42.0
115.0,47.0
116.0,40.0
117.0,40.0
118.0,40.0
119.0,49.0
120.0,50.0
121.0,45.0
122.0,40.0
123.0,39.0
124.0,40.0
125.0,36.0
126.0,37.0
127.0,43.0
128.0,46.0
129.0,52.0
130.0,46.0
131.0,45.0
132.0,41.0
133.0,36.0
134.0,42.0
135.0,47.0
136.0,44.0
137.0,49.0
138.0,45.0
139.0,40.0
140.0,43.0
141.0,35.0
142.0,34.0
143.0,47.0
144.0,41.0
145.0,48.0
146.0,47.0
147.0,44.0
148.0,51.0
149.0,43.0
150.0,35.0
151.0,37.0
152.0,47.0
153.0,43.0
154.0,44.0
155.0,47.0
156.0,43.0
157.0,40.0
158.0,31.0
159.0,38.0
160.0,45.0
161.0,44.0
162.0,46.0
163.0,51.0
164.0,46.0
165.0,47.0
166.0,47.0
167.0,36.0
168.0,37.0
169.0,38.0
170.0,41.0
171.0,51.0
172.0,41.0
173.0,47.0
174.0,42.0
175.0,35.0
176.0,35.0
177.0,43.0
178.0,45.0
179.0,47.0
180.0,49.0
181.0,52.0
182.0,52.0
183.0,42.0
184.0,42.0
185.0,39.0
186.0,34.0
187.0,43.0
188.0,46.0
189.0,40.0
190.0,46.0
191.0,47.0
192.0,36.0
193.0,43.0
194.0,41.0
195.0,46.0
196.0,47.0
197.0,49.0
198.0,51.0
199.0,48.0
200.0,44.0
201.0,46.0
202.0,39.0
203.0,31.0
204.0,37.0
205.0,38.0
206.0,41.0
207.0,56.0
208.0,38.0
209.0,45.0
210.0,41.0
211.0,38.0
212.0,42.0
213.0,53.0
214.0,47.0
215.0,55.0
216.0,49.0
217.0,51.0
218.0,49.0
219.0,35.0
220.0,33.0
221.0,39.0
222.0,36.0
223.0,42.0
224.0,42.0
225.0,41.0
226.0,53.0
227.0,40.0
228.0,44.0
229.0,41.0
230.0,44.0
231.0,49.0
232.0,48.0
233.0,51.0
234.0,50.0
235.0,47.0
236.0,39.0
237.0,33.0
238.0,39.0
239.0,33.0
240.0,42.0
241.0,38.0
242.0,40.0
243.0,46.0
244.0,45.0
245.0,46.0
246.0,49.0
247.0,42.0
248.0,48.0
249.0,46.0
250.0,49.0
251.0,48.0
252.0,44.0
253.0,41.0
254.0,41.0
255.0,36.0
256.0,38.0
257.0,44.0
258.0,38.0
259.0,44.0
260.0,49.0
261.0,45.0
262.0,47.0
263.0,44.0
264.0,42.0
265.0,42.0
266.0,44.0
267.0,50.0
268.0,44.0
269.0,47.0
270.0,46.0
271.0,43.0
272.0,34.0
273.0,36.0
274.0,36.0
275.0,39.0
276.0,45.0
277.0,44.0
278.0,46.0
279.0,53.0
280.0,45.0
281.0,42.0
282.0,45.0
283.0,45.0
284.0,44.0
285.0,44.0
286.0,50.0
287.0,44.0
288.0,40.0
289.0,43.0
290.0,37.0
291.0,33.0
292.0,39.0
293.0,43.0
294.0,41.0
295.0,54.0
296.0,53.0
297.0,50.0
298.0,46.0
299.0,44.0
300.0,41.0
301.0,42.0
302.0,46.0
303.0,43.0
304.0,43.0
305.0,40.0
306.0,42.0
307.0,35.0
308.0,39.0
309.0,43.0
310.0,39.0
311.0,41.0
312.0,54.0
313.0,51.0
314.0,52.0
315.0,43.0
316.0,41.0
317.0,43.0
318.0,45.0
319.0,40.0
320.0,40.0
321.0,37.0
322.0,44.0
323.0,44.0
324.0,35.0
325.0,48.0
326.0,44.0
327.0,39.0
328.0,46.0
329.0,46.0
330.0,48.0
331.0,53.0
332.0,41.0
333.0,46.0
334.0,45.0
335.0,40.0
336.0,46.0
337.0,41.0
338.0,36.0
339.0,45.0
340.0,39.0
341.0,48.0
342.0,39.0
343.0,37.0
344.0,44.0
345.0,44.0
346.0,45.0
347.0,50.0
348.0,50.0
349.0,52.0
350.0,48.0
351.0,39.0
352.0,42.0
353.0,40.0
354.0,34.0
355.0,50.0
356.0,39.0
357.0,43.0
358.0,49.0
359.0,36.0
360.0,46.0
361.0,44.0
362.0,38.0
363.0,43.0
364.0,49.0
365.0,52.0
366.0,47.0
367.0,47.0
368.0,50.0
369.0,36.0
370.0,35.0
371.0,40.0
372.0,37.0
373.0,39.0
374.0,52.0
375.0,38.0
376.0,47.0
377.0,45.0
378.0,33.0
379.0,45.0
380.0,50.0
381.0,47.0
382.0,50.0
383.0,47.0
384.0,53.0
385.0,45.0
386.0,36.0
387.0,37.0
388.0,40.0
389.0,42.0
390.0,45.0
391.0,39.0
392.0,37.0
393.0,49.0
394.0,36.0
395.0,48.0
396.0,49.0
397.0,41.0
398.0,44.0
399.0,47.0
400.0,54.0
401.0,54.0
402.0,44.0
403.0,43.0
404.0,39.0
405.0,37.0
406.0,41.0
407.0,40.0
408.0,39.0
409.0,49.0
410.0,39.0
411.0,48.0
412.0,40.0
413.0,40.0
414.0,45.0
415.0,40.0
416.0,45.0
417.0,55.0
418.0,54.0
419.0,52.0
420.0,41.0
421.0,37.0
422.0,38.0
423.0,44.0
424.0,29.0
425.0,45.0
426.0,41.0
427.0,46.0
428.0,44.0
429.0,38.0
430.0,45.0
431.0,43.0
432.0,40.0
433.0,51.0
434.0,45.0
435.0,54.0
436.0,55.0
437.0,43.0
438.0,43.0
439.0,41.0
440.0,33.0
441.0,42.0
442.0,45.0
443.0,35.0
444.0,49.0
445.0,38.0
446.0,44.0
447.0,46.0
448.0,36.0
449.0,43.0
450.0,47.0
451.0,53.0
452.0,48.0
453.0,44.0
454.0,51.0
455.0,44.0
456.0,39.0
457.0,40.0
458.0,44.0
459.0,37.0
460.0,43.0
461.0,41.0
462.0,42.0
463.0,46.0
464.0,39.0
465.0,40.0
466.0,50.0
467.0,43.0
468.0,48.0
469.0,48.0
470.0,49.0
471.0,49.0
472.0,39.0
473.0,38.0
474.0,39.0
475.0,38.0
476.0,42.0
477.0,42.0
478.0,40.0
479.0,52.0
480.0,41.0
481.0,42.0
482.0,46.0
483.0,40.0
484.0,40.0
485.0,47.0
486.0,48.0
487.0,53.0
488.0,49.0
489.0,46.0
490.0,40.0
491.0,33.0
492.0,33.0
493.0,44.0
494.0,36.0
495.0,49.0
496.0,46.0
497.0,38.0
498.0,51.0
499.0,46.0
500.0,41.0
0.0,97.0
1.0,46.0
2.0,52.0
3.0,46.0
4.0,45.0
5.0,38.0
6.0,57.0
7.0,54.0
8.0,51.0
9.0,55.0
10.0,51.0
11.0,64.0
12.0,52.0
13.0,53.0
14.0,55.0
15.0,36.0
16.0,63.0
17.0,68.0
18.0,54.0
19.0,46.0
20.0,48.0
21.0,46.0
22.0,48.0
23.0,48.0
24.0,48.0
25.0,45.0
26.0,50.0
27.0,57.0
28.0,56.0
29.0,49.0
30.0,50.0
31.0,42.0
32.0,47.0
33.0,57.0
34.0,56.0
35.0,56.0
36.0,49.0
37.0,50.0
38.0,46.0
39.0,47.0
40.0,49.0
41.0,50.0
42.0,49.0
43.0,51.0
44.0,50.0
45.0,57.0
46.0,46.0
47.0,46.0
48.0,41.0
49.0,52.0
50.0,55.0
51.0,57.0
52.0,57.0
53.0,50.0
54.0,45.0
55.0,52.0
56.0,54.0
57.0,51.0
