attendance,[step] 
53.0,293.0
52.0,294.0
55.0,295.0
54.0,296.0
60.0,297.0
49.0,298.0
36.0,299.0
61.0,300.0
56.0,301.0
35.0,302.0
48.0,303.0
56.0,304.0
58.0,305.0
59.0,306.0
56.0,307.0
50.0,308.0
57.0,309.0
43.0,310.0
42.0,311.0
60.0,312.0
47.0,313.0
41.0,314.0
54.0,315.0
61.0,316.0
52.0,317.0
52.0,318.0
49.0,319.0
53.0,320.0
51.0,321.0
40.0,322.0
57.0,323.0
53.0,324.0
46.0,325.0
53.0,326.0
58.0,327.0
49.0,328.0
50.0,329.0
55.0,330.0
48.0,331.0
49.0,332.0
45.0,333.0
51.0,334.0
56.0,335.0
52.0,336.0
47.0,337.0
54.0,338.0
50.0,339.0
48.0,340.0
53.0,341.0
52.0,342.0
48.0,343.0
50.0,344.0
48.0,345.0
54.0,346.0
56.0,347.0
42.0,348.0
56.0,349.0
53.0,350.0
42.0,351.0
46.0,352.0
56.0,353.0
57.0,354.0
46.0,355.0
51.0,356.0
59.0,357.0
48.0,358.0
41.0,359.0
55.0,360.0
59.0,361.0
46.0,362.0
49.0,363.0
50.0,364.0
48.0,365.0
64.0,366.0
57.0,367.0
41.0,368.0
51.0,369.0
46.0,370.0
46.0,371.0
46.0,372.0
63.0,373.0
55.0,374.0
47.0,375.0
46.0,376.0
58.0,377.0
56.0,378.0
47.0,379.0
47.0,380.0
42.0,381.0
52.0,382.0
55.0,383.0
53.0,384.0
59.0,385.0
49.0,386.0
42.0,387.0
52.0,388.0
60.0,389.0
36.0,390.0
55.0,391.0
48.0,392.0
47.0,393.0
58.0,394.0
52.0,395.0
55.0,396.0
54.0,397.0
44.0,398.0
44.0,399.0
55.0,400.0
55.0,401.0
43.0,402.0
52.0,403.0
54.0,404.0
46.0,405.0
48.0,406.0
56.0,407.0
61.0,408.0
45.0,409.0
41.0,410.0
55.0,411.0
61.0,412.0
50.0,413.0
44.0,414.0
51.0,415.0
46.0,416.0
52.0,417.0
56.0,418.0
55.0,419.0
57.0,420.0
42.0,421.0
47.0,422.0
58.0,423.0
51.0,424.0
40.0,425.0
56.0,426.0
53.0,427.0
44.0,428.0
51.0,429.0
56.0,430.0
54.0,431.0
51.0,432.0
41.0,433.0
51.0,434.0
56.0,435.0
47.0,436.0
54.0,437.0
60.0,438.0
42.0,439.0
48.0,440.0
56.0,441.0
51.0,442.0
51.0,443.0
46.0,444.0
52.0,445.0
54.0,446.0
51.0,447.0
49.0,448.0
58.0,449.0
46.0,450.0
46.0,451.0
54.0,452.0
48.0,453.0
51.0,454.0
52.0,455.0
52.0,456.0
48.0,457.0
51.0,458.0
55.0,459.0
53.0,460.0
47.0,461.0
47.0,462.0
55.0,463.0
46.0,464.0
51.0,465.0
57.0,466.0
51.0,467.0
44.0,468.0
50.0,469.0
57.0,470.0
50.0,471.0
51.0,472.0
46.0,473.0
51.0,474.0
57.0,475.0
44.0,476.0
52.0,477.0
57.0,478.0
46.0,479.0
43.0,480.0
59.0,481.0
53.0,482.0
48.0,483.0
51.0,484.0
54.0,485.0
52.0,486.0
52.0,487.0
39.0,488.0
53.0,489.0
54.0,490.0
42.0,491.0
57.0,492.0
56.0,493.0
45.0,494.0
48.0,495.0
57.0,496.0
56.0,497.0
47.0,498.0
44.0,499.0
50.0,500.0
1.0,0.0
61.0,1.0
53.0,2.0
57.0,3.0
59.0,4.0
65.0,5.0
62.0,6.0
70.0,7.0
55.0,8.0
75.0,9.0
63.0,10.0
35.0,11.0
55.0,12.0
57.0,13.0
55.0,14.0
64.0,15.0
58.0,16.0
65.0,17.0
64.0,18.0
53.0,19.0
60.0,20.0
64.0,21.0
51.0,22.0
56.0,23.0
53.0,24.0
62.0,25.0
65.0,26.0
56.0,27.0
58.0,28.0
58.0,29.0
67.0,30.0
58.0,31.0
57.0,32.0
55.0,33.0
53.0,34.0
63.0,35.0
51.0,36.0
58.0,37.0
57.0,38.0
66.0,39.0
64.0,40.0
56.0,41.0
62.0,42.0
58.0,43.0
54.0,44.0
55.0,45.0
56.0,46.0
60.0,47.0
57.0,48.0
54.0,49.0
63.0,50.0
66.0,51.0
63.0,52.0
57.0,53.0
56.0,54.0
56.0,55.0
57.0,56.0
54.0,57.0
58.0,58.0
56.0,59.0
62.0,60.0
62.0,61.0
66.0,62.0
59.0,63.0
63.0,64.0
51.0,65.0
58.0,66.0
56.0,67.0
53.0,68.0
54.0,69.0
58.0,70.0
63.0,71.0
65.0,72.0
58.0,73.0
63.0,74.0
55.0,75.0
64.0,76.0
51.0,77.0
56.0,78.0
54.0,79.0
54.0,80.0
58.0,81.0
57.0,82.0
67.0,83.0
61.0,84.0
62.0,85.0
62.0,86.0
59.0,87.0
55.0,88.0
55.0,89.0
52.0,90.0
51.0,91.0
63.0,92.0
59.0,93.0
64.0,94.0
56.0,95.0
71.0,96.0
57.0,97.0
59.0,98.0
53.0,99.0
54.0,100.0
61.0,101.0
49.0,102.0
57.0,103.0
59.0,104.0
60.0,105.0
62.0,106.0
61.0,107.0
61.0,108.0
62.0,109.0
56.0,110.0
54.0,111.0
60.0,112.0
52.0,113.0
58.0,114.0
60.0,115.0
62.0,116.0
63.0,117.0
55.0,118.0
64.0,119.0
59.0,120.0
60.0,121.0
53.0,122.0
53.0,123.0
62.0,124.0
59.0,125.0
56.0,126.0
53.0,127.0
65.0,128.0
62.0,129.0
64.0,130.0
60.0,131.0
55.0,132.0
59.0,133.0
51.0,134.0
58.0,135.0
54.0,136.0
58.0,137.0
60.0,138.0
63.0,139.0
62.0,140.0
65.0,141.0
56.0,142.0
57.0,143.0
63.0,144.0
55.0,145.0
50.0,146.0
52.0,147.0
63.0,148.0
57.0,149.0
62.0,150.0
55.0,151.0
69.0,152.0
62.0,153.0
59.0,154.0
55.0,155.0
55.0,156.0
57.0,157.0
49.0,158.0
58.0,159.0
55.0,160.0
67.0,161.0
56.0,162.0
63.0,163.0
68.0,164.0
58.0,165.0
53.0,166.0
59.0,167.0
58.0,168.0
56.0,169.0
51.0,170.0
46.0,171.0
72.0,172.0
55.0,173.0
65.0,174.0
53.0,175.0
64.0,176.0
67.0,177.0
56.0,178.0
56.0,179.0
46.0,180.0
54.0,181.0
56.0,182.0
66.0,183.0
52.0,184.0
59.0,185.0
67.0,186.0
62.0,187.0
64.0,188.0
56.0,189.0
55.0,190.0
54.0,191.0
56.0,192.0
55.0,193.0
56.0,194.0
53.0,195.0
62.0,196.0
67.0,197.0
57.0,198.0
63.0,199.0
56.0,200.0
61.0,201.0
59.0,202.0
50.0,203.0
59.0,204.0
57.0,205.0
54.0,206.0
57.0,207.0
63.0,208.0
66.0,209.0
59.0,210.0
59.0,211.0
56.0,212.0
63.0,213.0
52.0,214.0
53.0,215.0
55.0,216.0
63.0,217.0
60.0,218.0
57.0,219.0
61.0,220.0
60.0,221.0
68.0,222.0
54.0,223.0
55.0,224.0
54.0,225.0
54.0,226.0
63.0,227.0
50.0,228.0
55.0,229.0
57.0,230.0
68.0,231.0
63.0,232.0
62.0,233.0
53.0,234.0
64.0,235.0
54.0,236.0
55.0,237.0
62.0,238.0
47.0,239.0
60.0,240.0
59.0,241.0
63.0,242.0
63.0,243.0
57.0,244.0
62.0,245.0
56.0,246.0
60.0,247.0
53.0,248.0
57.0,249.0
58.0,250.0
58.0,251.0
57.0,252.0
57.0,253.0
70.0,254.0
58.0,255.0
61.0,256.0
60.0,257.0
60.0,258.0
56.0,259.0
51.0,260.0
56.0,261.0
56.0,262.0
61.0,263.0
56.0,264.0
64.0,265.0
66.0,266.0
59.0,267.0
61.0,268.0
59.0,269.0
56.0,270.0
54.0,271.0
53.0,272.0
55.0,273.0
61.0,274.0
57.0,275.0
61.0,276.0
59.0,277.0
68.0,278.0
56.0,279.0
60.0,280.0
54.0,281.0
58.0,282.0
60.0,283.0
53.0,284.0
54.0,285.0
55.0,286.0
65.0,287.0
61.0,288.0
57.0,289.0
58.0,290.0
64.0,291.0
61.0,292.0
56.0,293.0
60.0,294.0
47.0,295.0
60.0,296.0
57.0,297.0
57.0,298.0
61.0,299.0
57.0,300.0
74.0,301.0
57.0,302.0
57.0,303.0
60.0,304.0
58.0,305.0
54.0,306.0
57.0,307.0
51.0,308.0
58.0,309.0
66.0,310.0
56.0,311.0
66.0,312.0
54.0,313.0
63.0,314.0
62.0,315.0
54.0,316.0
56.0,317.0
45.0,318.0
55.0,319.0
65.0,320.0
60.0,321.0
56.0,322.0
57.0,323.0
67.0,324.0
61.0,325.0
59.0,326.0
51.0,327.0
59.0,328.0
56.0,329.0
54.0,330.0
61.0,331.0
55.0,332.0
64.0,333.0
59.0,334.0
66.0,335.0
60.0,336.0
58.0,337.0
54.0,338.0
58.0,339.0
56.0,340.0
54.0,341.0
56.0,342.0
63.0,343.0
62.0,344.0
57.0,345.0
64.0,346.0
58.0,347.0
63.0,348.0
55.0,349.0
60.0,350.0
55.0,351.0
54.0,352.0
57.0,353.0
55.0,354.0
63.0,355.0
64.0,356.0
62.0,357.0
60.0,358.0
60.0,359.0
61.0,360.0
56.0,361.0
58.0,362.0
45.0,363.0
57.0,364.0
61.0,365.0
61.0,366.0
64.0,367.0
59.0,368.0
67.0,369.0
61.0,370.0
56.0,371.0
55.0,372.0
56.0,373.0
50.0,374.0
59.0,375.0
51.0,376.0
67.0,377.0
58.0,378.0
57.0,379.0
72.0,380.0
57.0,381.0
60.0,382.0
55.0,383.0
52.0,384.0
65.0,385.0
56.0,386.0
48.0,387.0
54.0,388.0
66.0,389.0
61.0,390.0
64.0,391.0
51.0,392.0
62.0,393.0
60.0,394.0
53.0,395.0
63.0,396.0
53.0,397.0
59.0,398.0
55.0,399.0
59.0,400.0
63.0,401.0
61.0,402.0
61.0,403.0
53.0,404.0
61.0,405.0
55.0,406.0
65.0,407.0
55.0,408.0
49.0,409.0
64.0,410.0
58.0,411.0
63.0,412.0
56.0,413.0
56.0,414.0
62.0,415.0
67.0,416.0
54.0,417.0
55.0,418.0
54.0,419.0
53.0,420.0
66.0,421.0
56.0,422.0
57.0,423.0
56.0,424.0
64.0,425.0
67.0,426.0
55.0,427.0
57.0,428.0
52.0,429.0
64.0,430.0
52.0,431.0
56.0,432.0
58.0,433.0
59.0,434.0
63.0,435.0
61.0,436.0
63.0,437.0
55.0,438.0
59.0,439.0
61.0,440.0
56.0,441.0
58.0,442.0
53.0,443.0
65.0,444.0
60.0,445.0
58.0,446.0
57.0,447.0
62.0,448.0
65.0,449.0
56.0,450.0
57.0,451.0
54.0,452.0
64.0,453.0
56.0,454.0
55.0,455.0
60.0,456.0
59.0,457.0
68.0,458.0
54.0,459.0
58.0,460.0
59.0,461.0
59.0,462.0
63.0,463.0
50.0,464.0
58.0,465.0
54.0,466.0
64.0,467.0
61.0,468.0
57.0,469.0
60.0,470.0
56.0,471.0
63.0,472.0
58.0,473.0
57.0,474.0
56.0,475.0
60.0,476.0
58.0,477.0
58.0,478.0
60.0,479.0
59.0,480.0
60.0,481.0
57.0,482.0
67.0,483.0
56.0,484.0
55.0,485.0
59.0,486.0
60.0,487.0
63.0,488.0
50.0,489.0
60.0,490.0
57.0,491.0
65.0,492.0
61.0,493.0
51.0,494.0
63.0,495.0
54.0,496.0
62.0,497.0
60.0,498.0
54.0,499.0
60.0,500.0
43.0,0.0
60.0,1.0
57.0,2.0
55.0,3.0
49.0,4.0
55.0,5.0
47.0,6.0
60.0,7.0
74.0,8.0
76.0,9.0
74.0,10.0
65.0,11.0
61.0,12.0
64.0,13.0
66.0,14.0
62.0,15.0
67.0,16.0
58.0,17.0
56.0,18.0
69.0,19.0
80.0,20.0
66.0,21.0
63.0,22.0
66.0,23.0
68.0,24.0
61.0,25.0
63.0,26.0
65.0,27.0
63.0,28.0
63.0,29.0
65.0,30.0
85.0,31.0
63.0,32.0
58.0,33.0
60.0,34.0
71.0,35.0
64.0,36.0
70.0,37.0
64.0,38.0
59.0,39.0
62.0,40.0
69.0,41.0
80.0,42.0
65.0,43.0
64.0,44.0
62.0,45.0
65.0,46.0
67.0,47.0
68.0,48.0
68.0,49.0
57.0,50.0
69.0,51.0
68.0,52.0
79.0,53.0
62.0,54.0
65.0,55.0
56.0,56.0
68.0,57.0
65.0,58.0
63.0,59.0
71.0,60.0
58.0,61.0
63.0,62.0
70.0,63.0
78.0,64.0
66.0,65.0
69.0,66.0
54.0,67.0
68.0,68.0
62.0,69.0
64.0,70.0
65.0,71.0
63.0,72.0
68.0,73.0
62.0,74.0
75.0,75.0
68.0,76.0
70.0,77.0
53.0,78.0
66.0,79.0
65.0,80.0
68.0,81.0
66.0,82.0
60.0,83.0
64.0,84.0
66.0,85.0
76.0,86.0
72.0,87.0
70.0,88.0
55.0,89.0
63.0,90.0
66.0,91.0
69.0,92.0
65.0,93.0
64.0,94.0
65.0,95.0
71.0,96.0
67.0,97.0
70.0,98.0
72.0,99.0
65.0,100.0
63.0,101.0
65.0,102.0
69.0,103.0
66.0,104.0
68.0,105.0
65.0,106.0
69.0,107.0
67.0,108.0
73.0,109.0
71.0,110.0
67.0,111.0
65.0,112.0
62.0,113.0
68.0,114.0
69.0,115.0
67.0,116.0
59.0,117.0
67.0,118.0
67.0,119.0
75.0,120.0
75.0,121.0
63.0,122.0
63.0,123.0
64.0,124.0
67.0,125.0
67.0,126.0
70.0,127.0
60.0,128.0
63.0,129.0
65.0,130.0
76.0,131.0
75.0,132.0
71.0,133.0
56.0,134.0
66.0,135.0
62.0,136.0
61.0,137.0
65.0,138.0
67.0,139.0
64.0,140.0
62.0,141.0
75.0,142.0
74.0,143.0
75.0,144.0
60.0,145.0
59.0,146.0
62.0,147.0
64.0,148.0
67.0,149.0
64.0,150.0
63.0,151.0
58.0,152.0
77.0,153.0
77.0,154.0
72.0,155.0
64.0,156.0
63.0,157.0
60.0,158.0
62.0,159.0
65.0,160.0
60.0,161.0
61.0,162.0
63.0,163.0
76.0,164.0
73.0,165.0
69.0,166.0
67.0,167.0
71.0,168.0
62.0,169.0
58.0,170.0
64.0,171.0
63.0,172.0
60.0,173.0
63.0,174.0
76.0,175.0
72.0,176.0
69.0,177.0
67.0,178.0
68.0,179.0
64.0,180.0
67.0,181.0
63.0,182.0
63.0,183.0
62.0,184.0
56.0,185.0
72.0,186.0
74.0,187.0
72.0,188.0
67.0,189.0
72.0,190.0
65.0,191.0
69.0,192.0
64.0,193.0
58.0,194.0
65.0,195.0
64.0,196.0
63.0,197.0
70.0,198.0
72.0,199.0
72.0,200.0
70.0,201.0
65.0,202.0
62.0,203.0
67.0,204.0
67.0,205.0
65.0,206.0
58.0,207.0
63.0,208.0
70.0,209.0
75.0,210.0
75.0,211.0
63.0,212.0
61.0,213.0
69.0,214.0
62.0,215.0
61.0,216.0
68.0,217.0
64.0,218.0
61.0,219.0
67.0,220.0
79.0,221.0
71.0,222.0
65.0,223.0
58.0,224.0
64.0,225.0
68.0,226.0
65.0,227.0
61.0,228.0
63.0,229.0
65.0,230.0
66.0,231.0
79.0,232.0
73.0,233.0
63.0,234.0
57.0,235.0
62.0,236.0
72.0,237.0
64.0,238.0
63.0,239.0
63.0,240.0
68.0,241.0
65.0,242.0
72.0,243.0
73.0,244.0
63.0,245.0
66.0,246.0
67.0,247.0
68.0,248.0
68.0,249.0
61.0,250.0
59.0,251.0
71.0,252.0
72.0,253.0
72.0,254.0
66.0,255.0
65.0,256.0
65.0,257.0
71.0,258.0
65.0,259.0
68.0,260.0
59.0,261.0
60.0,262.0
68.0,263.0
74.0,264.0
74.0,265.0
65.0,266.0
66.0,267.0
64.0,268.0
68.0,269.0
68.0,270.0
73.0,271.0
53.0,272.0
60.0,273.0
64.0,274.0
79.0,275.0
70.0,276.0
64.0,277.0
65.0,278.0
63.0,279.0
63.0,280.0
67.0,281.0
72.0,282.0
55.0,283.0
62.0,284.0
64.0,285.0
81.0,286.0
71.0,287.0
62.0,288.0
62.0,289.0
67.0,290.0
61.0,291.0
65.0,292.0
70.0,293.0
51.0,294.0
67.0,295.0
61.0,296.0
78.0,297.0
68.0,298.0
65.0,299.0
58.0,300.0
71.0,301.0
62.0,302.0
57.0,303.0
73.0,304.0
59.0,305.0
64.0,306.0
63.0,307.0
80.0,308.0
63.0,309.0
71.0,310.0
60.0,311.0
65.0,312.0
62.0,313.0
60.0,314.0
75.0,315.0
62.0,316.0
62.0,317.0
61.0,318.0
76.0,319.0
69.0,320.0
78.0,321.0
54.0,322.0
61.0,323.0
64.0,324.0
68.0,325.0
62.0,326.0
62.0,327.0
67.0,328.0
60.0,329.0
70.0,330.0
71.0,331.0
81.0,332.0
58.0,333.0
58.0,334.0
58.0,335.0
71.0,336.0
62.0,337.0
60.0,338.0
68.0,339.0
63.0,340.0
69.0,341.0
74.0,342.0
80.0,343.0
56.0,344.0
60.0,345.0
58.0,346.0
67.0,347.0
65.0,348.0
56.0,349.0
66.0,350.0
69.0,351.0
70.0,352.0
69.0,353.0
78.0,354.0
57.0,355.0
59.0,356.0
65.0,357.0
66.0,358.0
63.0,359.0
60.0,360.0
64.0,361.0
68.0,362.0
72.0,363.0
66.0,364.0
75.0,365.0
63.0,366.0
62.0,367.0
67.0,368.0
68.0,369.0
62.0,370.0
60.0,371.0
59.0,372.0
68.0,373.0
73.0,374.0
72.0,375.0
71.0,376.0
67.0,377.0
57.0,378.0
62.0,379.0
73.0,380.0
65.0,381.0
59.0,382.0
59.0,383.0
71.0,384.0
66.0,385.0
72.0,386.0
71.0,387.0
67.0,388.0
61.0,389.0
66.0,390.0
67.0,391.0
65.0,392.0
64.0,393.0
60.0,394.0
68.0,395.0
70.0,396.0
70.0,397.0
70.0,398.0
73.0,399.0
63.0,400.0
63.0,401.0
70.0,402.0
62.0,403.0
66.0,404.0
63.0,405.0
69.0,406.0
68.0,407.0
73.0,408.0
69.0,409.0
69.0,410.0
66.0,411.0
65.0,412.0
67.0,413.0
66.0,414.0
66.0,415.0
60.0,416.0
67.0,417.0
69.0,418.0
76.0,419.0
71.0,420.0
61.0,421.0
64.0,422.0
72.0,423.0
61.0,424.0
59.0,425.0
68.0,426.0
64.0,427.0
60.0,428.0
73.0,429.0
82.0,430.0
66.0,431.0
63.0,432.0
57.0,433.0
64.0,434.0
69.0,435.0
55.0,436.0
59.0,437.0
64.0,438.0
69.0,439.0
69.0,440.0
79.0,441.0
68.0,442.0
61.0,443.0
56.0,444.0
65.0,445.0
69.0,446.0
59.0,447.0
57.0,448.0
66.0,449.0
71.0,450.0
66.0,451.0
75.0,452.0
72.0,453.0
64.0,454.0
56.0,455.0
62.0,456.0
68.0,457.0
66.0,458.0
58.0,459.0
62.0,460.0
69.0,461.0
74.0,462.0
74.0,463.0
63.0,464.0
62.0,465.0
65.0,466.0
62.0,467.0
63.0,468.0
68.0,469.0
63.0,470.0
58.0,471.0
67.0,472.0
81.0,473.0
71.0,474.0
59.0,475.0
61.0,476.0
68.0,477.0
60.0,478.0
66.0,479.0
67.0,480.0
60.0,481.0
65.0,482.0
70.0,483.0
77.0,484.0
70.0,485.0
65.0,486.0
57.0,487.0
66.0,488.0
66.0,489.0
67.0,490.0
63.0,491.0
56.0,492.0
67.0,493.0
76.0,494.0
73.0,495.0
72.0,496.0
63.0,497.0
54.0,498.0
64.0,499.0
67.0,500.0
97.0,0.0
60.0,1.0
58.0,2.0
51.0,3.0
42.0,4.0
41.0,5.0
59.0,6.0
55.0,7.0
53.0,8.0
46.0,9.0
35.0,10.0
44.0,11.0
31.0,12.0
42.0,13.0
49.0,14.0
34.0,15.0
49.0,16.0
50.0,17.0
48.0,18.0
43.0,19.0
42.0,20.0
46.0,21.0
47.0,22.0
51.0,23.0
49.0,24.0
40.0,25.0
46.0,26.0
43.0,27.0
36.0,28.0
42.0,29.0
52.0,30.0
33.0,31.0
42.0,32.0
43.0,33.0
44.0,34.0
42.0,35.0
42.0,36.0
46.0,37.0
46.0,38.0
37.0,39.0
49.0,40.0
47.0,41.0
47.0,42.0
42.0,43.0
36.0,44.0
39.0,45.0
46.0,46.0
46.0,47.0
47.0,48.0
34.0,49.0
51.0,50.0
38.0,51.0
31.0,52.0
47.0,53.0
51.0,54.0
47.0,55.0
42.0,56.0
40.0,57.0
43.0,58.0
40.0,59.0
38.0,60.0
50.0,61.0
48.0,62.0
46.0,63.0
45.0,64.0
31.0,65.0
45.0,66.0
48.0,67.0
38.0,68.0
47.0,69.0
40.0,70.0
41.0,71.0
42.0,72.0
37.0,73.0
53.0,74.0
43.0,75.0
37.0,76.0
47.0,77.0
41.0,78.0
45.0,79.0
43.0,80.0
47.0,81.0
45.0,82.0
36.0,83.0
38.0,84.0
42.0,85.0
48.0,86.0
50.0,87.0
45.0,88.0
34.0,89.0
39.0,90.0
41.0,91.0
39.0,92.0
47.0,93.0
45.0,94.0
49.0,95.0
42.0,96.0
32.0,97.0
48.0,98.0
37.0,99.0
46.0,100.0
52.0,101.0
45.0,102.0
46.0,103.0
32.0,104.0
36.0,105.0
49.0,106.0
40.0,107.0
41.0,108.0
44.0,109.0
44.0,110.0
43.0,111.0
40.0,112.0
42.0,113.0
46.0,114.0
39.0,115.0
40.0,116.0
50.0,117.0
44.0,118.0
49.0,119.0
40.0,120.0
35.0,121.0
45.0,122.0
44.0,123.0
46.0,124.0
47.0,125.0
39.0,126.0
45.0,127.0
35.0,128.0
32.0,129.0
53.0,130.0
45.0,131.0
44.0,132.0
48.0,133.0
36.0,134.0
41.0,135.0
42.0,136.0
42.0,137.0
51.0,138.0
44.0,139.0
44.0,140.0
37.0,141.0
33.0,142.0
53.0,143.0
46.0,144.0
37.0,145.0
49.0,146.0
47.0,147.0
39.0,148.0
40.0,149.0
40.0,150.0
39.0,151.0
42.0,152.0
45.0,153.0
46.0,154.0
43.0,155.0
41.0,156.0
44.0,157.0
32.0,158.0
50.0,159.0
52.0,160.0
42.0,161.0
50.0,162.0
40.0,163.0
35.0,164.0
45.0,165.0
40.0,166.0
50.0,167.0
42.0,168.0
41.0,169.0
42.0,170.0
34.0,171.0
44.0,172.0
50.0,173.0
32.0,174.0
43.0,175.0
52.0,176.0
42.0,177.0
44.0,178.0
47.0,179.0
47.0,180.0
38.0,181.0
41.0,182.0
42.0,183.0
49.0,184.0
50.0,185.0
43.0,186.0
33.0,187.0
30.0,188.0
47.0,189.0
45.0,190.0
39.0,191.0
58.0,192.0
44.0,193.0
37.0,194.0
42.0,195.0
36.0,196.0
50.0,197.0
45.0,198.0
43.0,199.0
56.0,200.0
43.0,201.0
38.0,202.0
41.0,203.0
38.0,204.0
50.0,205.0
40.0,206.0
40.0,207.0
44.0,208.0
44.0,209.0
44.0,210.0
37.0,211.0
38.0,212.0
52.0,213.0
44.0,214.0
41.0,215.0
46.0,216.0
50.0,217.0
38.0,218.0
35.0,219.0
40.0,220.0
54.0,221.0
44.0,222.0
50.0,223.0
40.0,224.0
36.0,225.0
43.0,226.0
40.0,227.0
43.0,228.0
49.0,229.0
44.0,230.0
42.0,231.0
36.0,232.0
45.0,233.0
45.0,234.0
39.0,235.0
40.0,236.0
54.0,237.0
43.0,238.0
40.0,239.0
45.0,240.0
40.0,241.0
45.0,242.0
50.0,243.0
36.0,244.0
46.0,245.0
40.0,246.0
43.0,247.0
45.0,248.0
33.0,249.0
54.0,250.0
38.0,251.0
36.0,252.0
53.0,253.0
45.0,254.0
37.0,255.0
41.0,256.0
47.0,257.0
46.0,258.0
44.0,259.0
48.0,260.0
40.0,261.0
44.0,262.0
37.0,263.0
42.0,264.0
39.0,265.0
50.0,266.0
47.0,267.0
36.0,268.0
39.0,269.0
40.0,270.0
40.0,271.0
47.0,272.0
45.0,273.0
49.0,274.0
42.0,275.0
38.0,276.0
43.0,277.0
42.0,278.0
45.0,279.0
50.0,280.0
39.0,281.0
45.0,282.0
38.0,283.0
41.0,284.0
47.0,285.0
38.0,286.0
44.0,287.0
44.0,288.0
33.0,289.0
46.0,290.0
42.0,291.0
51.0,292.0
49.0,293.0
37.0,294.0
34.0,295.0
46.0,296.0
45.0,297.0
49.0,298.0
44.0,299.0
47.0,300.0
44.0,301.0
28.0,302.0
45.0,303.0
46.0,304.0
39.0,305.0
51.0,306.0
51.0,307.0
39.0,308.0
39.0,309.0
35.0,310.0
44.0,311.0
45.0,312.0
45.0,313.0
45.0,314.0
39.0,315.0
48.0,316.0
47.0,317.0
30.0,318.0
47.0,319.0
47.0,320.0
40.0,321.0
44.0,322.0
47.0,323.0
49.0,324.0
40.0,325.0
30.0,326.0
43.0,327.0
48.0,328.0
47.0,329.0
48.0,330.0
42.0,331.0
43.0,332.0
44.0,333.0
27.0,334.0
53.0,335.0
49.0,336.0
45.0,337.0
53.0,338.0
35.0,339.0
41.0,340.0
45.0,341.0
40.0,342.0
42.0,343.0
40.0,344.0
50.0,345.0
45.0,346.0
36.0,347.0
35.0,348.0
45.0,349.0
44.0,350.0
39.0,351.0
49.0,352.0
43.0,353.0
46.0,354.0
42.0,355.0
33.0,356.0
48.0,357.0
51.0,358.0
47.0,359.0
42.0,360.0
34.0,361.0
50.0,362.0
38.0,363.0
37.0,364.0
50.0,365.0
42.0,366.0
37.0,367.0
42.0,368.0
41.0,369.0
43.0,370.0
40.0,371.0
47.0,372.0
48.0,373.0
42.0,374.0
40.0,375.0
43.0,376.0
41.0,377.0
55.0,378.0
44.0,379.0
41.0,380.0
39.0,381.0
38.0,382.0
42.0,383.0
39.0,384.0
47.0,385.0
48.0,386.0
31.0,387.0
43.0,388.0
43.0,389.0
40.0,390.0
47.0,391.0
52.0,392.0
42.0,393.0
44.0,394.0
37.0,395.0
44.0,396.0
41.0,397.0
45.0,398.0
52.0,399.0
46.0,400.0
41.0,401.0
37.0,402.0
39.0,403.0
43.0,404.0
43.0,405.0
41.0,406.0
41.0,407.0
41.0,408.0
41.0,409.0
42.0,410.0
42.0,411.0
48.0,412.0
39.0,413.0
34.0,414.0
54.0,415.0
43.0,416.0
46.0,417.0
50.0,418.0
38.0,419.0
39.0,420.0
40.0,421.0
42.0,422.0
49.0,423.0
42.0,424.0
49.0,425.0
41.0,426.0
30.0,427.0
43.0,428.0
45.0,429.0
41.0,430.0
51.0,431.0
47.0,432.0
40.0,433.0
38.0,434.0
40.0,435.0
45.0,436.0
39.0,437.0
51.0,438.0
51.0,439.0
39.0,440.0
46.0,441.0
43.0,442.0
36.0,443.0
40.0,444.0
45.0,445.0
45.0,446.0
44.0,447.0
44.0,448.0
40.0,449.0
37.0,450.0
44.0,451.0
44.0,452.0
37.0,453.0
47.0,454.0
51.0,455.0
44.0,456.0
36.0,457.0
41.0,458.0
45.0,459.0
40.0,460.0
42.0,461.0
48.0,462.0
43.0,463.0
43.0,464.0
35.0,465.0
36.0,466.0
49.0,467.0
49.0,468.0
42.0,469.0
41.0,470.0
40.0,471.0
49.0,472.0
32.0,473.0
44.0,474.0
52.0,475.0
43.0,476.0
45.0,477.0
38.0,478.0
44.0,479.0
42.0,480.0
40.0,481.0
49.0,482.0
44.0,483.0
41.0,484.0
40.0,485.0
33.0,486.0
44.0,487.0
50.0,488.0
43.0,489.0
45.0,490.0
40.0,491.0
42.0,492.0
41.0,493.0
34.0,494.0
55.0,495.0
47.0,496.0
39.0,497.0
47.0,498.0
39.0,499.0
42.0,500.0
34.0,0.0
48.0,1.0
52.0,2.0
57.0,3.0
58.0,4.0
64.0,5.0
50.0,6.0
52.0,7.0
50.0,8.0
48.0,9.0
42.0,10.0
33.0,11.0
47.0,12.0
45.0,13.0
53.0,14.0
60.0,15.0
55.0,16.0
53.0,17.0
55.0,18.0
49.0,19.0
49.0,20.0
57.0,21.0
61.0,22.0
47.0,23.0
55.0,24.0
49.0,25.0
38.0,26.0
51.0,27.0
51.0,28.0
47.0,29.0
40.0,30.0
58.0,31.0
54.0,32.0
47.0,33.0
63.0,34.0
52.0,35.0
47.0,36.0
